,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
26,2018-01-27,3321.0835835529156,1646.5150460005775,5087.032363052229,3321.0835835529156,3321.0835835529156,0.0,0.0,0.0,0.0,0.0,0.0,3321.0835835529156
27,2018-01-28,3323.1975044110845,1549.4079534690468,5042.391199588794,3323.1975044110845,3323.1975044110845,0.0,0.0,0.0,0.0,0.0,0.0,3323.1975044110845
28,2018-01-29,3325.3114252692535,1525.3268752783897,5084.98289702831,3325.3114252692535,3325.3114252692535,0.0,0.0,0.0,0.0,0.0,0.0,3325.3114252692535
29,2018-01-30,3327.425346127423,1586.367107212646,5025.546621955581,3327.425346127423,3327.425346127423,0.0,0.0,0.0,0.0,0.0,0.0,3327.425346127423
30,2018-01-31,3329.539266985592,1571.6872256548834,5085.442343945413,3329.539266985592,3329.539266985592,0.0,0.0,0.0,0.0,0.0,0.0,3329.539266985592
31,2018-02-01,3331.6531878437613,1585.3489532564206,5110.287860792961,3331.6531878437613,3331.6531878437613,0.0,0.0,0.0,0.0,0.0,0.0,3331.6531878437613
32,2018-02-02,3333.7671087019303,1586.9387639076513,5034.261334600486,3333.7671087019303,3333.7671087019303,0.0,0.0,0.0,0.0,0.0,0.0,3333.7671087019303
33,2018-02-03,3335.8810295600993,1671.4295504559266,5022.805047644073,3335.8810295600993,3335.8810295600993,0.0,0.0,0.0,0.0,0.0,0.0,3335.8810295600993
34,2018-02-04,3337.9949504182687,1582.0713197583307,5010.216169635942,3337.9949504182687,3337.9949504182687,0.0,0.0,0.0,0.0,0.0,0.0,3337.9949504182687
35,2018-02-05,3340.108871276438,1427.856921059859,5028.314288397896,3340.108871276438,3340.108871276438,0.0,0.0,0.0,0.0,0.0,0.0,3340.108871276438
36,2018-02-06,3342.222792097047,1425.1525009303664,5109.508709620383,3342.222792097047,3342.222792097047,0.0,0.0,0.0,0.0,0.0,0.0,3342.222792097047
37,2018-02-07,3344.3367129176563,1604.2134557984411,5023.673457765693,3344.3367129176563,3344.3367129176563,0.0,0.0,0.0,0.0,0.0,0.0,3344.3367129176563
38,2018-02-08,3346.450633738266,1730.733286858082,5177.059145694318,3346.450633738266,3346.450633738266,0.0,0.0,0.0,0.0,0.0,0.0,3346.450633738266
39,2018-02-09,3348.564554558875,1599.6848915862613,5085.682187940063,3348.564554558875,3348.564554558875,0.0,0.0,0.0,0.0,0.0,0.0,3348.564554558875
40,2018-02-10,3350.678475379484,1662.9300626717813,5077.421894620919,3350.678475379484,3350.678475379484,0.0,0.0,0.0,0.0,0.0,0.0,3350.678475379484
