,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2018-01-11,3507.703558037173,1484.6708060022975,3650.4367682929824,3507.703558037173,3507.703558037173,-918.2695346433518,-918.2695346433518,-918.2695346433518,-8.307616351793083,-8.307616351793083,-8.307616351793083,-909.9619182915587,-909.9619182915587,-909.9619182915587,0.0,0.0,0.0,2589.434023393821
11,2018-01-12,3508.5235994343593,1531.2803817383929,3577.534839462451,3508.5235994343593,3508.5235994343593,-946.7082809504006,-946.7082809504006,-946.7082809504006,-57.94486185369238,-57.94486185369238,-57.94486185369238,-888.7634190967083,-888.7634190967083,-888.7634190967083,0.0,0.0,0.0,2561.8153184839584
12,2018-01-13,3509.3436408315456,1623.6304592061322,3553.7192703749893,3509.3436408315456,3509.3436408315456,-902.4032354878558,-902.4032354878558,-902.4032354878558,-33.528732448998056,-33.528732448998056,-33.528732448998056,-868.8745030388578,-868.8745030388578,-868.8745030388578,0.0,0.0,0.0,2606.9404053436897
13,2018-01-14,3510.163682228732,1652.9852966588276,3664.0625188962804,3510.163682228732,3510.163682228732,-836.6601674436411,-836.6601674436411,-836.6601674436411,13.899320576680564,13.899320576680564,13.899320576680564,-850.5594880203216,-850.5594880203216,-850.5594880203216,0.0,0.0,0.0,2673.503514785091
14,2018-01-15,3510.983723625918,1661.251787942927,3810.0640467799008,3510.983723625918,3510.983723625918,-789.9827882415369,-789.9827882415369,-789.9827882415369,44.06265536708216,44.06265536708216,44.06265536708216,-834.045443608619,-834.045443608619,-834.045443608619,0.0,0.0,0.0,2721.000935384381
15,2018-01-16,3511.8037650231045,1709.8780683523676,3737.4418860568517,3511.8037650231045,3511.8037650231045,-789.0910670988206,-789.0910670988206,-789.0910670988206,30.423389470724256,30.423389470724256,30.423389470724256,-819.5144565695449,-819.5144565695449,-819.5144565695449,0.0,0.0,0.0,2722.712697924284
16,2018-01-17,3512.6238064202907,1551.2223460875853,3732.1309538833884,3512.6238064202907,3512.6238064202907,-795.7015388755241,-795.7015388755241,-795.7015388755241,11.395845239820652,11.395845239820652,11.395845239820652,-807.0973841153448,-807.0973841153448,-807.0973841153448,0.0,0.0,0.0,2716.922267544767
17,2018-01-18,3513.443847817477,1703.0067819314525,3695.1917848525413,3513.443847817477,3513.443847817477,-805.1769287455777,-805.1769287455777,-805.1769287455777,-8.30761635175464,-8.30761635175464,-8.30761635175464,-796.8693123938231,-796.8693123938231,-796.8693123938231,0.0,0.0,0.0,2708.2669190718993
18,2018-01-19,3514.2638892146633,1614.9895973507419,3753.223624900104,3514.2638892146633,3514.2638892146633,-846.7917437316403,-846.7917437316403,-846.7917437316403,-57.944861853664754,-57.944861853664754,-57.944861853664754,-788.8468818779755,-788.8468818779755,-788.8468818779755,0.0,0.0,0.0,2667.4721454830233
19,2018-01-20,3515.0839306118496,1701.263886355093,3771.087788875122,3515.0839306118496,3515.0839306118496,-816.5163124474274,-816.5163124474274,-816.5163124474274,-33.528732448949924,-33.528732448949924,-33.528732448949924,-782.9875799984775,-782.9875799984775,-782.9875799984775,0.0,0.0,0.0,2698.567618164422
20,2018-01-21,3515.903972009036,1693.1456113388926,3842.4574241503146,3515.903972009036,3515.903972009036,-765.2917159819084,-765.2917159819084,-765.2917159819084,13.899320576725827,13.899320576725827,13.899320576725827,-779.1910365586342,-779.1910365586342,-779.1910365586342,0.0,0.0,0.0,2750.6122560271274
21,2018-01-22,3516.7240134062226,1630.1758274612473,3814.8621174639215,3516.7240134062226,3516.7240134062226,-733.2396358627625,-733.2396358627625,-733.2396358627625,44.06265536707133,44.06265536707133,44.06265536707133,-777.3022912298339,-777.3022912298339,-777.3022912298339,0.0,0.0,0.0,2783.48437754346
22,2018-01-23,3517.5440548034085,1724.7762755533909,3790.9872350965443,3517.5440548034085,3517.5440548034085,-746.6935473968466,-746.6935473968466,-746.6935473968466,30.42338947075521,30.42338947075521,30.42338947075521,-777.1169368676018,-777.1169368676018,-777.1169368676018,0.0,0.0,0.0,2770.850507406562
23,2018-01-24,3518.364096200595,1694.5447032417246,3737.5207107144697,3518.364096200595,3518.364096200595,-766.9921343767685,-766.9921343767685,-766.9921343767685,11.395845239868379,11.395845239868379,11.395845239868379,-778.3879796166369,-778.3879796166369,-778.3879796166369,0.0,0.0,0.0,2751.3719618238265
24,2018-01-25,3519.1841375977815,1652.1644429644866,3760.551025809312,3519.1841375977815,3519.1841375977815,-789.1418151554145,-789.1418151554145,-789.1418151554145,-8.307616351761025,-8.307616351761025,-8.307616351761025,-780.8341988036535,-780.8341988036535,-780.8341988036535,0.0,0.0,0.0,2730.042322442367
25,2018-01-26,3520.0041789949673,1658.9605418173585,3637.6939693112854,3520.0041789949673,3520.0041789949673,-842.0946001928297,-842.0946001928297,-842.0946001928297,-57.94486185363631,-57.94486185363631,-57.94486185363631,-784.1497383391934,-784.1497383391934,-784.1497383391934,0.0,0.0,0.0,2677.9095788021377
26,2018-01-27,3520.824220392154,1688.1896072866018,3736.6903716685647,3520.824220392154,3520.824220392154,-821.543350882291,-821.543350882291,-821.543350882291,-33.52873244893828,-33.52873244893828,-33.52873244893828,-788.0146184333526,-788.0146184333526,-788.0146184333526,0.0,0.0,0.0,2699.280869509863
27,2018-01-28,3521.6442617893404,1737.3842238942623,3736.9303109851253,3521.6442617893404,3521.6442617893404,-778.2065027370558,-778.2065027370558,-778.2065027370558,13.89932057677109,13.89932057677109,13.89932057677109,-792.1058233138268,-792.1058233138268,-792.1058233138268,0.0,0.0,0.0,2743.4377590522845
28,2018-01-29,3522.4643031865266,1662.604828348622,3730.6402764570307,3522.4643031865266,3522.4643031865266,-752.0459430532951,-752.0459430532951,-752.0459430532951,44.062655367063684,44.062655367063684,44.062655367063684,-796.1085984203587,-796.1085984203587,-796.1085984203587,0.0,0.0,0.0,2770.4183601332315
29,2018-01-30,3523.284344583713,1686.6249050614701,3807.3425691334282,3523.284344583713,3523.284344583713,-769.3041905806211,-769.3041905806211,-769.3041905806211,30.423389470752877,30.423389470752877,30.423389470752877,-799.7275800513739,-799.7275800513739,-799.7275800513739,0.0,0.0,0.0,2753.9801540030917
30,2018-01-31,3524.104385980899,1700.4705702235008,3752.2679467386274,3524.104385980899,3524.104385980899,-791.301536816691,-791.301536816691,-791.301536816691,11.395845239883291,11.395845239883291,11.395845239883291,-802.6973820565744,-802.6973820565744,-802.6973820565744,0.0,0.0,0.0,2732.802849164208
31,2018-02-01,3524.9244273780855,1630.873789894011,3761.1691649003833,3524.9244273780855,3524.9244273780855,-813.0998943117833,-813.0998943117833,-813.0998943117833,-8.307616351806878,-8.307616351806878,-8.307616351806878,-804.7922779599764,-804.7922779599764,-804.7922779599764,0.0,0.0,0.0,2711.824533066302
32,2018-02-02,3525.744468775272,1648.9455830867128,3736.3444638906303,3525.744468775272,3525.744468775272,-863.7795043764538,-863.7795043764538,-863.7795043764538,-57.944861853652355,-57.944861853652355,-57.944861853652355,-805.8346425228013,-805.8346425228013,-805.8346425228013,0.0,0.0,0.0,2661.9649643988178
33,2018-02-03,3526.5645101724585,1652.2384017446677,3748.1816817776435,3526.5645101724585,3526.5645101724585,-839.2305859452998,-839.2305859452998,-839.2305859452998,-33.52873244898389,-33.52873244898389,-33.52873244898389,-805.7018534963158,-805.7018534963158,-805.7018534963158,0.0,0.0,0.0,2687.3339242271586
34,2018-02-04,3527.3845515696444,1721.7061305119064,3766.500756369537,3527.3845515696444,3527.3845515696444,-790.4320805400495,-790.4320805400495,-790.4320805400495,13.899320576679136,13.899320576679136,13.899320576679136,-804.3314011167286,-804.3314011167286,-804.3314011167286,0.0,0.0,0.0,2736.952471029595
35,2018-02-05,3528.2045929668307,1792.051385909566,3783.093322161891,3528.2045929668307,3528.2045929668307,-757.6613529768941,-757.6613529768941,-757.6613529768941,44.062655367052855,44.062655367052855,44.062655367052855,-801.724008343947,-801.724008343947,-801.724008343947,0.0,0.0,0.0,2770.5432399899364
36,2018-02-06,3529.024634446279,1757.6593754302878,3875.9459146692625,3529.024634446279,3529.024634446279,-767.5212378291961,-767.5212378291961,-767.5212378291961,30.423389470707694,30.423389470707694,30.423389470707694,-797.9446272999038,-797.9446272999038,-797.9446272999038,0.0,0.0,0.0,2761.5033966170827
37,2018-02-07,3529.8446759257276,1770.9402460934014,3816.3813792377036,3529.8446759257276,3529.8446759257276,-781.7253996386116,-781.7253996386116,-781.7253996386116,11.395845239828732,11.395845239828732,11.395845239828732,-793.1212448784404,-793.1212448784404,-793.1212448784404,0.0,0.0,0.0,2748.119276287116
38,2018-02-08,3530.664717405176,1635.360665560568,3812.6262392465514,3530.664717405176,3530.664717405176,-795.7491173763897,-795.7491173763897,-795.7491173763897,-8.307616351832998,-8.307616351832998,-8.307616351832998,-787.4415010245567,-787.4415010245567,-787.4415010245567,0.0,0.0,0.0,2734.9156000287862
39,2018-02-09,3531.484758884624,1661.9336494270533,3788.583987093626,3531.484758884624,3531.484758884624,-839.0920563409301,-839.0920563409301,-839.0920563409301,-57.94486185362472,-57.94486185362472,-57.94486185362472,-781.1471944873052,-781.1471944873052,-781.1471944873052,0.0,0.0,0.0,2692.392702543694
40,2018-02-10,3532.3048003640724,1722.1694568883372,3740.860496743928,3532.3048003640724,3532.3048003640724,-808.0555531771571,-808.0555531771571,-808.0555531771571,-33.528732448954,-33.528732448954,-33.528732448954,-774.526820728203,-774.526820728203,-774.526820728203,0.0,0.0,0.0,2724.2492471869155
41,2018-02-11,3533.124841843521,1720.9997642935766,3779.7688796830703,3533.124841843521,3533.124841843521,-754.0070322824764,-754.0070322824764,-754.0070322824764,13.899320576758102,13.899320576758102,13.899320576758102,-767.9063528592345,-767.9063528592345,-767.9063528592345,0.0,0.0,0.0,2779.117809561045
42,2018-02-12,3533.9448833229694,1827.320197139775,3904.066255610765,3533.9448833229694,3533.9448833229694,-717.575881527175,-717.575881527175,-717.575881527175,44.0626553670877,44.0626553670877,44.0626553670877,-761.6385368942629,-761.6385368942629,-761.6385368942629,0.0,0.0,0.0,2816.3690017957942
43,2018-02-13,3534.7649248024177,1694.8747334140135,3892.8925151291296,3534.7649248024177,3534.7649248024177,-725.6676357552246,-725.6676357552246,-725.6676357552246,30.42338947074822,30.42338947074822,30.42338947074822,-756.0910252259729,-756.0910252259729,-756.0910252259729,0.0,0.0,0.0,2809.097289047193
44,2018-02-14,3535.584966281866,1795.032001456295,3896.9797985531122,3535.584966281866,3535.584966281866,-740.2378701199664,-740.2378701199664,-740.2378701199664,11.395845239876463,11.395845239876463,11.395845239876463,-751.6337153598428,-751.6337153598428,-751.6337153598428,0.0,0.0,0.0,2795.3470961618996
45,2018-02-15,3536.4050077613147,1786.5717310287255,3780.0956856432304,3536.4050077613147,3536.4050077613147,-756.9333094013409,-756.9333094013409,-756.9333094013409,-8.307616351774822,-8.307616351774822,-8.307616351774822,-748.6256930495662,-748.6256930495662,-748.6256930495662,0.0,0.0,0.0,2779.4716983599737
46,2018-02-16,3537.2250492407625,1634.0478447118983,3745.8168774535907,3537.2250492407625,3537.2250492407625,-805.3470608045095,-805.3470608045095,-805.3470608045095,-57.94486185364078,-57.94486185364078,-57.94486185364078,-747.4021989508686,-747.4021989508686,-747.4021989508686,0.0,0.0,0.0,2731.877988436253
47,2018-02-17,3538.045090720211,1723.8762129758825,3778.352083172696,3538.045090720211,3538.045090720211,-781.7907773937086,-781.7907773937086,-781.7907773937086,-33.52873244892412,-33.52873244892412,-33.52873244892412,-748.2620449447844,-748.2620449447844,-748.2620449447844,0.0,0.0,0.0,2756.2543133265026
48,2018-02-18,3538.8651321996595,1741.9908755033207,3927.261495875095,3538.8651321996595,3538.8651321996595,-737.5565793965047,-737.5565793965047,-737.5565793965047,13.89932057676966,13.89932057676966,13.89932057676966,-751.4558999732744,-751.4558999732744,-751.4558999732744,0.0,0.0,0.0,2801.3085528031547
49,2018-02-19,3539.685173679108,1742.1511812845083,3842.1916739949565,3539.685173679108,3539.685173679108,-713.1131902380473,-713.1131902380473,-713.1131902380473,44.06265536708006,44.06265536708006,44.06265536708006,-757.1758456051273,-757.1758456051273,-757.1758456051273,0.0,0.0,0.0,2826.571983441061
50,2018-02-20,3540.505215158556,1889.4224493298225,3906.541051924429,3540.505215158556,3540.505215158556,-735.1231795289483,-735.1231795289483,-735.1231795289483,30.42338947073631,30.42338947073631,30.42338947073631,-765.5465689996846,-765.5465689996846,-765.5465689996846,0.0,0.0,0.0,2805.382035629608
51,2018-02-21,3541.3252566380047,1771.5727412913686,3831.4989453784588,3541.3252566380047,3541.3252566380047,-765.2226710660866,-765.2226710660866,-765.2226710660866,11.395845239856634,11.395845239856634,11.395845239856634,-776.6185163059432,-776.6185163059432,-776.6185163059432,0.0,0.0,0.0,2776.102585571918
52,2018-02-22,3542.145298117453,1712.8972578136736,3793.115022099689,3542.145298117453,3542.145298117453,-798.6708903531423,-798.6708903531423,-798.6708903531423,-8.30761635180094,-8.30761635180094,-8.30761635180094,-790.3632740013414,-790.3632740013414,-790.3632740013414,0.0,0.0,0.0,2743.474407764311
53,2018-02-23,3542.9653395969017,1647.9684644056972,3685.0342812408153,3542.9653395969017,3542.9653395969017,-864.6162426642946,-864.6162426642946,-864.6162426642946,-57.94486185365601,-57.94486185365601,-57.94486185365601,-806.6713808106387,-806.6713808106387,-806.6713808106387,0.0,0.0,0.0,2678.349096932607
54,2018-02-24,3543.7853810763495,1558.7849481395292,3690.8706528062557,3543.7853810763495,3543.7853810763495,-858.8814329332739,-858.8814329332739,-858.8814329332739,-33.528732448894225,-33.528732448894225,-33.528732448894225,-825.3527004843797,-825.3527004843797,-825.3527004843797,0.0,0.0,0.0,2684.9039481430755
55,2018-02-25,3544.605422555798,1762.9923514821241,3724.914877539083,3544.605422555798,3544.605422555798,-832.2400874027542,-832.2400874027542,-832.2400874027542,13.899320576677711,13.899320576677711,13.899320576677711,-846.1394079794319,-846.1394079794319,-846.1394079794319,0.0,0.0,0.0,2712.365335153044
56,2018-02-26,3545.4254640352465,1623.9519853884242,3795.2369608571566,3545.4254640352465,3545.4254640352465,-824.6289054032909,-824.6289054032909,-824.6289054032909,44.062655367069226,44.062655367069226,44.062655367069226,-868.6915607703602,-868.6915607703602,-868.6915607703602,0.0,0.0,0.0,2720.7965586319556
57,2018-02-27,3546.245505514695,1620.0100546850958,3773.018485915452,3546.245505514695,3546.245505514695,-862.1817560724251,-862.1817560724251,-862.1817560724251,30.423389470733987,30.423389470733987,30.423389470733987,-892.6051455431591,-892.6051455431591,-892.6051455431591,0.0,0.0,0.0,2684.06374944227
58,2018-02-28,3547.065546994143,1644.3289917312766,3589.5499395770535,3547.065546994143,3547.065546994143,-906.0265656323389,-906.0265656323389,-906.0265656323389,11.395845239836802,11.395845239836802,11.395845239836802,-917.4224108721756,-917.4224108721756,-917.4224108721756,0.0,0.0,0.0,2641.038981361804
59,2018-03-01,3547.8855884735917,1601.758765259796,3537.1311542432604,3547.8855884735917,3547.8855884735917,-950.9518374572705,-950.9518374572705,-950.9518374572705,-8.3076163517625,-8.3076163517625,-8.3076163517625,-942.644221105508,-942.644221105508,-942.644221105508,0.0,0.0,0.0,2596.9337510163214
60,2018-03-02,3548.70562995304,1535.9843093530574,3593.3377393466176,3548.70562995304,3548.70562995304,-1025.6889597955999,-1025.6889597955999,-1025.6889597955999,-57.9448618536292,-57.9448618536292,-57.9448618536292,-967.7440979419706,-967.7440979419706,-967.7440979419706,0.0,0.0,0.0,2523.01667015744
61,2018-03-03,3549.525671432488,1440.2487103572234,3630.756690939483,3549.525671432488,3549.525671432488,-1025.71228872685,-1025.71228872685,-1025.71228872685,-33.528732448939834,-33.528732448939834,-33.528732448939834,-992.1835562779103,-992.1835562779103,-992.1835562779103,0.0,0.0,0.0,2523.813382705638
62,2018-03-04,3550.3457129119365,1473.346066881181,3607.323045412703,3550.3457129119365,3550.3457129119365,-1001.5289712025406,-1001.5289712025406,-1001.5289712025406,13.899320576756674,13.899320576756674,13.899320576756674,-1015.4282917792974,-1015.4282917792974,-1015.4282917792974,0.0,0.0,0.0,2548.816741709396
63,2018-03-05,3551.165754391385,1536.5021509954681,3553.817148743205,3551.165754391385,3551.165754391385,-992.9020856022128,-992.9020856022128,-992.9020856022128,44.0626553670584,44.0626553670584,44.0626553670584,-1036.9647409692711,-1036.9647409692711,-1036.9647409692711,0.0,0.0,0.0,2558.263668789172
64,2018-03-06,3551.9857958708335,1475.7385666224445,3543.764503032317,3551.9857958708335,3551.9857958708335,-1025.8931222496083,-1025.8931222496083,-1025.8931222496083,30.423389470731657,30.423389470731657,30.423389470731657,-1056.31651172034,-1056.31651172034,-1056.31651172034,0.0,0.0,0.0,2526.092673621225
65,2018-03-07,3552.8058373502813,1479.401770139869,3524.288547777768,3552.8058373502813,3552.8058373502813,-1061.6643285835753,-1061.6643285835753,-1061.6643285835753,11.39584523981698,11.39584523981698,11.39584523981698,-1073.0601738233922,-1073.0601738233922,-1073.0601738233922,0.0,0.0,0.0,2491.141508766706
66,2018-03-08,3553.62587882973,1489.7159641172734,3538.3744987456603,3553.62587882973,3553.62587882973,-1095.1475226312148,-1095.1475226312148,-1095.1475226312148,-8.307616351724059,-8.307616351724059,-8.307616351724059,-1086.8399062794908,-1086.8399062794908,-1086.8399062794908,0.0,0.0,0.0,2458.478356198515
67,2018-03-09,3554.4459203091783,1397.8385977799348,3497.677290278909,3554.4459203091783,3554.4459203091783,-1155.3253820138355,-1155.3253820138355,-1155.3253820138355,-57.94486185364442,-57.94486185364442,-57.94486185364442,-1097.3805201601913,-1097.3805201601913,-1097.3805201601913,0.0,0.0,0.0,2399.120538295343
68,2018-03-10,3555.265961788627,1320.249545840238,3453.9071601430483,3555.265961788627,3555.265961788627,-1138.0271453802152,-1138.0271453802152,-1138.0271453802152,-33.52873244890995,-33.52873244890995,-33.52873244890995,-1104.498412931305,-1104.498412931305,-1104.498412931305,0.0,0.0,0.0,2417.238816408412
69,2018-03-11,3556.086003268075,1469.7183641558672,3533.4315318135627,3556.086003268075,3556.086003268075,-1094.2107405887505,-1094.2107405887505,-1094.2107405887505,13.899320576664723,13.899320576664723,13.899320576664723,-1108.1100611654151,-1108.1100611654151,-1108.1100611654151,0.0,0.0,0.0,2461.8752626793244
70,2018-03-12,3556.9060455759086,1423.5177528365498,3512.2027089580533,3556.9060455759086,3556.9060455759086,-1064.1750669669643,-1064.1750669669643,-1064.1750669669643,44.06265536709006,44.06265536709006,44.06265536709006,-1108.2377223340543,-1108.2377223340543,-1108.2377223340543,0.0,0.0,0.0,2492.7309786089445
71,2018-03-13,3557.726087883742,1444.3323314956822,3487.6705400371125,3557.726087883742,3557.726087883742,-1074.5887017249086,-1074.5887017249086,-1074.5887017249086,30.4233894707626,30.4233894707626,30.4233894707626,-1105.012091195671,-1105.012091195671,-1105.012091195671,0.0,0.0,0.0,2483.1373861588336
72,2018-03-14,3558.5461301915752,1390.671219328545,3581.7037844669935,3558.5461301915752,3558.5461301915752,-1087.275894929224,-1087.275894929224,-1087.275894929224,11.395845239864714,11.395845239864714,11.395845239864714,-1098.6717401690887,-1098.6717401690887,-1098.6717401690887,0.0,0.0,0.0,2471.270235262351
73,2018-03-15,3559.3661724994085,1401.8907528248897,3523.828865282668,3559.3661724994085,3559.3661724994085,-1097.8668800648304,-1097.8668800648304,-1097.8668800648304,-8.307616351730443,-8.307616351730443,-8.307616351730443,-1089.5592637131,-1089.5592637131,-1089.5592637131,0.0,0.0,0.0,2461.499292434578
74,2018-03-16,3560.186214807242,1374.116924094837,3495.0478591042674,3560.186214807242,3560.186214807242,-1136.0590034239362,-1136.0590034239362,-1136.0590034239362,-57.94486185366048,-57.94486185366048,-57.94486185366048,-1078.1141415702757,-1078.1141415702757,-1078.1141415702757,0.0,0.0,0.0,2424.1272113833056
75,2018-03-17,3561.0062571150756,1479.0643979984957,3499.910065840114,3561.0062571150756,3561.0062571150756,-1098.3911645427143,-1098.3911645427143,-1098.3911645427143,-33.52873244888006,-33.52873244888006,-33.52873244888006,-1064.8624320938343,-1064.8624320938343,-1064.8624320938343,0.0,0.0,0.0,2462.6150925723614
76,2018-03-18,3561.8262994229094,1489.069044993293,3501.047334719661,3561.8262994229094,3561.8262994229094,-1036.504181405942,-1036.504181405942,-1036.504181405942,13.899320576606478,13.899320576606478,13.899320576606478,-1050.4035019825485,-1050.4035019825485,-1050.4035019825485,0.0,0.0,0.0,2525.3221180169676
77,2018-03-19,3562.6463417307427,1593.6430497393962,3526.5986147944786,3562.6463417307427,3562.6463417307427,-991.331434456409,-991.331434456409,-991.331434456409,44.06265536703992,44.06265536703992,44.06265536703992,-1035.394089823449,-1035.394089823449,-1035.394089823449,0.0,0.0,0.0,2571.3149072743336
78,2018-03-20,3563.466384038576,1561.5641963207997,3615.2270660407203,3563.466384038576,3563.466384038576,-990.1066957140539,-990.1066957140539,-990.1066957140539,30.42338947071741,30.42338947071741,30.42338947071741,-1020.5300851847712,-1020.5300851847712,-1020.5300851847712,0.0,0.0,0.0,2573.3596883245223
79,2018-03-21,3564.2864263464094,1539.9258559366563,3634.172125276378,3564.2864263464094,3564.2864263464094,-995.1306348313441,-995.1306348313441,-995.1306348313441,11.39584523981015,11.39584523981015,11.39584523981015,-1006.5264800711542,-1006.5264800711542,-1006.5264800711542,0.0,0.0,0.0,2569.155791515065
80,2018-03-22,3565.1064686542427,1521.6373982354914,3627.494661559451,3565.1064686542427,3565.1064686542427,-1002.4036293962439,-1002.4036293962439,-1002.4036293962439,-8.307616351776296,-8.307616351776296,-8.307616351776296,-994.0960130444677,-994.0960130444677,-994.0960130444677,0.0,0.0,0.0,2562.7028392579987
81,2018-03-23,3565.926510962076,1552.837641450744,3567.8038294019807,3565.926510962076,3565.926510962076,-1041.8719380649368,-1041.8719380649368,-1041.8719380649368,-57.94486185367653,-57.94486185367653,-57.94486185367653,-983.9270762112602,-983.9270762112602,-983.9270762112602,0.0,0.0,0.0,2524.054572897139
82,2018-03-24,3566.74655326991,1508.4874669155718,3615.2583937570357,3566.74655326991,3566.74655326991,-1010.1902224014067,-1010.1902224014067,-1010.1902224014067,-33.528732448943906,-33.528732448943906,-33.528732448943906,-976.6614899524627,-976.6614899524627,-976.6614899524627,0.0,0.0,0.0,2556.556330868503
83,2018-03-25,3567.566595577743,1624.7616549897775,3592.3067445321867,3567.566595577743,3567.566595577743,-958.9734478962001,-958.9734478962001,-958.9734478962001,13.899320576618027,13.899320576618027,13.899320576618027,-972.8727684728182,-972.8727684728182,-972.8727684728182,0.0,0.0,0.0,2608.593147681543
84,2018-03-26,3568.3866378855764,1642.6714353399175,3798.4434660865795,3568.3866378855764,3568.3866378855764,-928.9828448598032,-928.9828448598032,-928.9828448598032,44.06265536707159,44.06265536707159,44.06265536707159,-973.0455002268749,-973.0455002268749,-973.0455002268749,0.0,0.0,0.0,2639.403793025773
85,2018-03-27,3569.20668019341,1623.0212111311353,3666.3335680755263,3569.20668019341,3569.20668019341,-947.1330612477545,-947.1330612477545,-947.1330612477545,30.423389470715087,30.423389470715087,30.423389470715087,-977.5564507184697,-977.5564507184697,-977.5564507184697,0.0,0.0,0.0,2622.0736189456557
86,2018-03-28,3570.0267225012435,1490.5506471544263,3606.6854619446276,3570.0267225012435,3570.0267225012435,-975.2621160452106,-975.2621160452106,-975.2621160452106,11.395845239857879,11.395845239857879,11.395845239857879,-986.6579612850685,-986.6579612850685,-986.6579612850685,0.0,0.0,0.0,2594.764606456033
87,2018-03-29,3570.8467648090773,1492.605056845476,3577.721377259164,3570.8467648090773,3570.8467648090773,-1008.7717833132501,-1008.7717833132501,-1008.7717833132501,-8.307616351718123,-8.307616351718123,-8.307616351718123,-1000.4641669615321,-1000.4641669615321,-1000.4641669615321,0.0,0.0,0.0,2562.074981495827
88,2018-03-30,3571.6668071169106,1440.1037809317188,3478.419113123177,3571.6668071169106,3571.6668071169106,-1076.8853523894206,-1076.8853523894206,-1076.8853523894206,-57.94486185364889,-57.94486185364889,-57.94486185364889,-1018.9404905357717,-1018.9404905357717,-1018.9404905357717,0.0,0.0,0.0,2494.78145472749
