,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22,2018-01-23,3039.9076823889504,1765.5923947592553,5129.592323132054,3039.9076823889504,3039.9076823889504,325.89675084327394,325.89675084327394,325.89675084327394,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056028512,24.537368056028512,24.537368056028512,0.0,0.0,0.0,3365.8044332322243
23,2018-01-24,3041.741903359137,1572.8750007018373,5041.2088649498555,3041.741903359137,3041.741903359137,316.25635653424524,316.25635653424524,316.25635653424524,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746999816,14.896973746999816,14.896973746999816,0.0,0.0,0.0,3357.998259893382
24,2018-01-25,3043.5761243293236,1572.1807198979282,5232.131895098566,3043.5761243293236,3043.5761243293236,295.9035731790777,295.9035731790777,295.9035731790777,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608167721,-5.455809608167721,-5.455809608167721,0.0,0.0,0.0,3339.4796975084014
25,2018-01-26,3045.41034529951,1440.9646370914807,5005.810273801151,3045.41034529951,3045.41034529951,245.51111184360315,245.51111184360315,245.51111184360315,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094364225,-55.84827094364225,-55.84827094364225,0.0,0.0,0.0,3290.921457143113
26,2018-01-27,3047.244566269697,1518.6910805948582,5002.37481123418,3047.244566269697,3047.244566269697,269.4357484471699,269.4357484471699,269.4357484471699,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340075516,-31.923634340075516,-31.923634340075516,0.0,0.0,0.0,3316.6803147168666
27,2018-01-28,3049.0787872398837,1448.3913395536106,5099.947631621953,3049.0787872398837,3049.0787872398837,316.4526804365633,316.4526804365633,316.4526804365633,301.3593827872454,301.3593827872454,301.3593827872454,15.09329764931783,15.09329764931783,15.09329764931783,0.0,0.0,0.0,3365.531467676447
28,2018-01-29,3050.9130082100705,1696.8488438236013,5172.347342486538,3050.9130082100705,3050.9130082100705,340.0594582268903,340.0594582268903,340.0594582268903,301.3593827872454,301.3593827872454,301.3593827872454,38.700075439644884,38.700075439644884,38.700075439644884,0.0,0.0,0.0,3390.972466436961
29,2018-01-30,3052.7472291802574,1405.2847218950092,5140.764874075679,3052.7472291802574,3052.7472291802574,325.8967508432746,325.8967508432746,325.8967508432746,301.3593827872454,301.3593827872454,301.3593827872454,24.53736805602925,24.53736805602925,24.53736805602925,0.0,0.0,0.0,3378.643980023532
30,2018-01-31,3054.5814501504437,1554.1497890488804,5028.555644048808,3054.5814501504437,3054.5814501504437,316.25635653426207,316.25635653426207,316.25635653426207,301.3593827872454,301.3593827872454,301.3593827872454,14.89697374701666,14.89697374701666,14.89697374701666,0.0,0.0,0.0,3370.837806684706
31,2018-02-01,3056.4156711206306,1607.8989368426603,5116.272874944479,3056.4156711206306,3056.4156711206306,295.9035731790297,295.9035731790297,295.9035731790297,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608215663,-5.455809608215663,-5.455809608215663,0.0,0.0,0.0,3352.31924429966
32,2018-02-02,3058.249892090817,1641.8932427268714,4995.055234694318,3058.249892090817,3058.249892090817,245.51111184358547,245.51111184358547,245.51111184358547,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094365994,-55.84827094365994,-55.84827094365994,0.0,0.0,0.0,3303.7610039344027
33,2018-02-03,3060.084113061004,1505.493349994422,5164.757781997029,3060.084113061004,3060.084113061004,269.43574844711685,269.43574844711685,269.43574844711685,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340128526,-31.923634340128526,-31.923634340128526,0.0,0.0,0.0,3329.519861508121
34,2018-02-04,3061.91833403119,1604.468190167414,5107.665737390271,3061.91833403119,3061.91833403119,316.4526804364843,316.4526804364843,316.4526804364843,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649238876,15.093297649238876,15.093297649238876,0.0,0.0,0.0,3378.3710144676743
35,2018-02-05,3063.752555001377,1580.0629129515014,5116.600997603873,3063.752555001377,3063.752555001377,340.0594582268775,340.0594582268775,340.0594582268775,301.3593827872454,301.3593827872454,301.3593827872454,38.70007543963209,38.70007543963209,38.70007543963209,0.0,0.0,0.0,3403.8120132282547
36,2018-02-06,3065.586775945116,1635.2232512089502,5028.416458534356,3065.586775945116,3065.586775945116,325.89675084323886,325.89675084323886,325.89675084323886,301.3593827872454,301.3593827872454,301.3593827872454,24.537368055993433,24.537368055993433,24.537368055993433,0.0,0.0,0.0,3391.483526788355
37,2018-02-07,3067.4209968888554,1686.7602145650333,5137.992511062203,3067.4209968888554,3067.4209968888554,316.2563565342163,316.2563565342163,316.2563565342163,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746970852,14.896973746970852,14.896973746970852,0.0,0.0,0.0,3383.6773534230715
38,2018-02-08,3069.255217832595,1650.2387762253734,5046.612687850049,3069.255217832595,3069.255217832595,295.9035731790017,295.9035731790017,295.9035731790017,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608243718,-5.455809608243718,-5.455809608243718,0.0,0.0,0.0,3365.158791011597
39,2018-02-09,3071.089438776334,1694.8560930710285,4995.437709957726,3071.089438776334,3071.089438776334,245.51111184361363,245.51111184361363,245.51111184361363,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094363175,-55.84827094363175,-55.84827094363175,0.0,0.0,0.0,3316.6005506199476
40,2018-02-10,3072.923659720074,1516.4749361673762,5099.508762971005,3072.923659720074,3072.923659720074,269.43574844714965,269.43574844714965,269.43574844714965,301.3593827872454,301.3593827872454,301.3593827872454,-31.92363434009579,-31.92363434009579,-31.92363434009579,0.0,0.0,0.0,3342.3594081672236
41,2018-02-11,3074.757880663813,1672.8659448078215,5289.290789244277,3074.757880663813,3074.757880663813,316.45268043654954,316.45268043654954,316.45268043654954,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649304127,15.093297649304127,15.093297649304127,0.0,0.0,0.0,3391.2105611003626
42,2018-02-12,3076.5921016075526,1689.2890918211228,5139.307815476651,3076.5921016075526,3076.5921016075526,340.0594582269128,340.0594582269128,340.0594582269128,301.3593827872454,301.3593827872454,301.3593827872454,38.70007543966742,38.70007543966742,38.70007543966742,0.0,0.0,0.0,3416.6515598344654
43,2018-02-13,3078.426322551292,1779.0319525511688,5270.7874876358455,3078.426322551292,3078.426322551292,325.8967508432761,325.8967508432761,325.8967508432761,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056030722,24.537368056030722,24.537368056030722,0.0,0.0,0.0,3404.323073394568
44,2018-02-14,3080.260543495031,1773.1353582723564,5185.571738942633,3080.260543495031,3080.260543495031,316.25635653425337,316.25635653425337,316.25635653425337,301.3593827872454,301.3593827872454,301.3593827872454,14.896973747007932,14.896973747007932,14.896973747007932,0.0,0.0,0.0,3396.5169000292844
45,2018-02-15,3082.09476443877,1644.9922000616305,5049.443443578632,3082.09476443877,3082.09476443877,295.9035731790633,295.9035731790633,295.9035731790633,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608182052,-5.455809608182052,-5.455809608182052,0.0,0.0,0.0,3377.9983376178334
46,2018-02-16,3083.92898538251,1569.5187698758634,5052.787398957842,3083.92898538251,3083.92898538251,245.51111184359596,245.51111184359596,245.51111184359596,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094364944,-55.84827094364944,-55.84827094364944,0.0,0.0,0.0,3329.440097226106
47,2018-02-17,3085.763206326249,1676.3221943494616,5115.336414772189,3085.763206326249,3085.763206326249,269.43574844718233,269.43574844718233,269.43574844718233,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340063064,-31.923634340063064,-31.923634340063064,0.0,0.0,0.0,3355.1989547734315
48,2018-02-18,3087.597427269988,1704.3944298020883,5252.300801696535,3087.597427269988,3087.597427269988,316.4526804365634,316.4526804365634,316.4526804365634,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649317975,15.093297649317975,15.093297649317975,0.0,0.0,0.0,3404.0501077065514
49,2018-02-19,3089.431648213728,1707.7813388936152,5221.5327567804725,3089.431648213728,3089.431648213728,340.05945822691353,340.05945822691353,340.05945822691353,301.3593827872454,301.3593827872454,301.3593827872454,38.700075439668204,38.700075439668204,38.700075439668204,0.0,0.0,0.0,3429.4911064406415
50,2018-02-20,3091.265869157467,1709.8226745152467,5243.864747629894,3091.265869157467,3091.265869157467,325.89675084326115,325.89675084326115,325.89675084326115,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056015787,24.537368056015787,24.537368056015787,0.0,0.0,0.0,3417.162620000728
51,2018-02-21,3093.1000901012067,1537.718691903825,5062.371163597541,3093.1000901012067,3093.1000901012067,316.25635653423893,316.25635653423893,316.25635653423893,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746993458,14.896973746993458,14.896973746993458,0.0,0.0,0.0,3409.3564466354455
52,2018-02-22,3094.934311044946,1703.6218658831801,5191.35378277744,3094.934311044946,3094.934311044946,295.9035731790353,295.9035731790353,295.9035731790353,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608210106,-5.455809608210106,-5.455809608210106,0.0,0.0,0.0,3390.8378842239813
53,2018-02-23,3096.7685319886855,1592.1203684882692,5135.243272936038,3096.7685319886855,3096.7685319886855,245.51111184358277,245.51111184358277,245.51111184358277,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094366262,-55.84827094366262,-55.84827094366262,0.0,0.0,0.0,3342.2796438322684
54,2018-02-24,3098.6027529324247,1592.9915248777918,5055.933084125741,3098.6027529324247,3098.6027529324247,269.4357484472151,269.4357484472151,269.4357484472151,301.3593827872454,301.3593827872454,301.3593827872454,-31.92363434003033,-31.92363434003033,-31.92363434003033,0.0,0.0,0.0,3368.03850137964
55,2018-02-25,3100.436973876164,1677.963120471817,5230.489115150625,3100.436973876164,3100.436973876164,316.45268043648446,316.45268043648446,316.45268043648446,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649239036,15.093297649239036,15.093297649239036,0.0,0.0,0.0,3416.8896543126484
56,2018-02-26,3102.2711948199035,1656.6030363286638,5225.3212403596235,3102.2711948199035,3102.2711948199035,340.0594582269008,340.0594582269008,340.0594582269008,301.3593827872454,301.3593827872454,301.3593827872454,38.7000754396554,38.7000754396554,38.7000754396554,0.0,0.0,0.0,3442.3306530468044
57,2018-02-27,3104.1054157636427,1694.4390517015124,5224.105683159077,3104.1054157636427,3104.1054157636427,325.89675084326194,325.89675084326194,325.89675084326194,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056016525,24.537368056016525,24.537368056016525,0.0,0.0,0.0,3430.0021666069047
58,2018-02-28,3105.9396367073823,1672.7632403929622,5211.677721560096,3105.9396367073823,3105.9396367073823,316.2563565342244,316.2563565342244,316.2563565342244,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746978972,14.896973746978972,14.896973746978972,0.0,0.0,0.0,3422.1959932416066
59,2018-03-01,3107.7738576511215,1592.3319920846463,5200.207492708631,3107.7738576511215,3107.7738576511215,295.9035731790771,295.9035731790771,295.9035731790771,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608168328,-5.455809608168328,-5.455809608168328,0.0,0.0,0.0,3403.677430830199
60,2018-03-02,3109.608078594861,1625.8799006584097,5285.034442222783,3109.608078594861,3109.608078594861,245.51111184360647,245.51111184360647,245.51111184360647,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094363894,-55.84827094363894,-55.84827094363894,0.0,0.0,0.0,3355.1191904384677
61,2018-03-03,3111.4422995386003,1718.961111587427,5073.0807879426075,3111.4422995386003,3111.4422995386003,269.4357484471621,269.4357484471621,269.4357484471621,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340083346,-31.923634340083346,-31.923634340083346,0.0,0.0,0.0,3380.8780479857624
62,2018-03-04,3113.27652048234,1646.1952409882183,5131.37796570798,3113.27652048234,3113.27652048234,316.4526804365497,316.4526804365497,316.4526804365497,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649304281,15.093297649304281,15.093297649304281,0.0,0.0,0.0,3429.7292009188895
63,2018-03-05,3115.110741426079,1624.7390347178243,5272.984954369791,3115.110741426079,3115.110741426079,340.059458226888,340.059458226888,340.059458226888,301.3593827872454,301.3593827872454,301.3593827872454,38.70007543964261,38.70007543964261,38.70007543964261,0.0,0.0,0.0,3455.1701996529673
64,2018-03-06,3116.9449623698188,1604.7354654465516,5230.989839415509,3116.9449623698188,3116.9449623698188,325.8967508432626,325.8967508432626,325.8967508432626,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056017264,24.537368056017264,24.537368056017264,0.0,0.0,0.0,3442.841713213081
65,2018-03-07,3118.779183313558,1643.0861952671914,5267.910069387397,3118.779183313558,3118.779183313558,316.25635653420983,316.25635653420983,316.25635653420983,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746964493,14.896973746964493,14.896973746964493,0.0,0.0,0.0,3435.0355398477677
66,2018-03-08,3120.613404257297,1595.9229452676145,5277.493915997998,3120.613404257297,3120.613404257297,295.90357317911884,295.90357317911884,295.90357317911884,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608126552,-5.455809608126552,-5.455809608126552,0.0,0.0,0.0,3416.516977436416
67,2018-03-09,3122.4476252010368,1670.2216436655997,5041.896262784825,3122.4476252010368,3122.4476252010368,245.51111184359328,245.51111184359328,245.51111184359328,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094365211,-55.84827094365211,-55.84827094365211,0.0,0.0,0.0,3367.95873704463
68,2018-03-10,3124.281846144776,1743.4738890899507,5216.517301804473,3124.281846144776,3124.281846144776,269.4357484471948,269.4357484471948,269.4357484471948,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340050604,-31.923634340050604,-31.923634340050604,0.0,0.0,0.0,3393.7175945919707
69,2018-03-11,3126.116067088515,1631.4186945414453,5191.17487165631,3126.116067088515,3126.116067088515,316.45268043647076,316.45268043647076,316.45268043647076,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649225333,15.093297649225333,15.093297649225333,0.0,0.0,0.0,3442.568747524986
70,2018-03-12,3127.9502879350885,1626.934980378618,5309.012783390252,3127.9502879350885,3127.9502879350885,340.0594582269097,340.0594582269097,340.0594582269097,301.3593827872454,301.3593827872454,301.3593827872454,38.700075439664374,38.700075439664374,38.700075439664374,0.0,0.0,0.0,3468.009746161998
71,2018-03-13,3129.784508781662,1654.1064907994087,5229.7194842957615,3129.784508781662,3129.784508781662,325.8967508432843,325.8967508432843,325.8967508432843,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056038893,24.537368056038893,24.537368056038893,0.0,0.0,0.0,3455.6812596249465
72,2018-03-14,3131.6187296282355,1724.863708758407,5263.522542568712,3131.6187296282355,3131.6187296282355,316.256356534247,316.256356534247,316.256356534247,301.3593827872454,301.3593827872454,301.3593827872454,14.896973747001576,14.896973747001576,14.896973747001576,0.0,0.0,0.0,3447.8750861624826
73,2018-03-15,3133.452950474809,1663.4040271188082,5188.119166376279,3133.452950474809,3133.452950474809,295.9035731791107,295.9035731791107,295.9035731791107,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608134716,-5.455809608134716,-5.455809608134716,0.0,0.0,0.0,3429.35652365392
74,2018-03-16,3135.287171321382,1590.2467266425037,5140.261598684801,3135.287171321382,3135.287171321382,245.5111118435756,245.5111118435756,245.5111118435756,301.3593827872454,301.3593827872454,301.3593827872454,-55.848270943669796,-55.848270943669796,-55.848270943669796,0.0,0.0,0.0,3380.798283164958
75,2018-03-17,3137.121392167956,1479.3688456585185,5319.04982964916,3137.121392167956,3137.121392167956,269.4357484472275,269.4357484472275,269.4357484472275,301.3593827872454,301.3593827872454,301.3593827872454,-31.92363434001787,-31.92363434001787,-31.92363434001787,0.0,0.0,0.0,3406.5571406151835
76,2018-03-18,3138.955613014529,1666.7671289528294,5325.961089084788,3138.955613014529,3138.955613014529,316.4526804364175,316.4526804364175,316.4526804364175,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649172088,15.093297649172088,15.093297649172088,0.0,0.0,0.0,3455.408293450946
77,2018-03-19,3140.7898338611026,1852.2964836174604,5231.868693896765,3140.7898338611026,3140.7898338611026,340.059458226876,340.059458226876,340.059458226876,301.3593827872454,301.3593827872454,301.3593827872454,38.700075439630595,38.700075439630595,38.700075439630595,0.0,0.0,0.0,3480.8492920879785
78,2018-03-20,3142.6240547076764,1624.5947249596336,5281.338980312285,3142.6240547076764,3142.6240547076764,325.8967508432485,325.8967508432485,325.8967508432485,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056003064,24.537368056003064,24.537368056003064,0.0,0.0,0.0,3468.5208055509247
79,2018-03-21,3144.458275554249,1734.7980073704719,5331.386358391201,3144.458275554249,3144.458275554249,316.25635653420113,316.25635653420113,316.25635653420113,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746955767,14.896973746955767,14.896973746955767,0.0,0.0,0.0,3460.7146320884503
80,2018-03-22,3146.292496400823,1590.3744017496435,5217.828862097311,3146.292496400823,3146.292496400823,295.90357317906273,295.90357317906273,295.90357317906273,301.3593827872454,301.3593827872454,301.3593827872454,-5.4558096081826575,-5.4558096081826575,-5.4558096081826575,0.0,0.0,0.0,3442.1960695798857
81,2018-03-23,3148.1267172473963,1643.6200742594392,5108.715083443671,3148.1267172473963,3148.1267172473963,245.5111118435579,245.5111118435579,245.5111118435579,301.3593827872454,301.3593827872454,301.3593827872454,-55.84827094368749,-55.84827094368749,-55.84827094368749,0.0,0.0,0.0,3393.6378290909543
82,2018-03-24,3149.9609380939696,1772.8174079774474,5160.002014854841,3149.9609380939696,3149.9609380939696,269.4357484471627,269.4357484471627,269.4357484471627,301.3593827872454,301.3593827872454,301.3593827872454,-31.923634340082646,-31.923634340082646,-31.923634340082646,0.0,0.0,0.0,3419.396686541132
83,2018-03-25,3151.795158940543,1704.3551963379618,5276.065269917499,3151.795158940543,3151.795158940543,316.4526804364313,316.4526804364313,316.4526804364313,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649185939,15.093297649185939,15.093297649185939,0.0,0.0,0.0,3468.2478393769743
84,2018-03-26,3153.6293797871167,1833.6327528932247,5281.91638976693,3153.6293797871167,3153.6293797871167,340.05945822689773,340.05945822689773,340.05945822689773,301.3593827872454,301.3593827872454,301.3593827872454,38.70007543965236,38.70007543965236,38.70007543965236,0.0,0.0,0.0,3493.6888380140144
85,2018-03-27,3155.46360063369,1596.4125192515528,5220.5077495952855,3155.46360063369,3155.46360063369,325.8967508432492,325.8967508432492,325.8967508432492,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056003807,24.537368056003807,24.537368056003807,0.0,0.0,0.0,3481.3603514769393
86,2018-03-28,3157.2978214802633,1731.489920150791,5383.792533857103,3157.2978214802633,3157.2978214802633,316.25635653423825,316.25635653423825,316.25635653423825,301.3593827872454,301.3593827872454,301.3593827872454,14.89697374699285,14.89697374699285,14.89697374699285,0.0,0.0,0.0,3473.5541780145018
87,2018-03-29,3159.132042326837,1637.2684851490797,5192.1299765636695,3159.132042326837,3159.132042326837,295.90357317912435,295.90357317912435,295.90357317912435,301.3593827872454,301.3593827872454,301.3593827872454,-5.455809608120994,-5.455809608120994,-5.455809608120994,0.0,0.0,0.0,3455.0356155059617
88,2018-03-30,3160.96626317341,1603.7577536954916,5175.202309494465,3160.96626317341,3160.96626317341,245.51111184358612,245.51111184358612,245.51111184358612,301.3593827872454,301.3593827872454,301.3593827872454,-55.848270943659294,-55.848270943659294,-55.848270943659294,0.0,0.0,0.0,3406.477375016996
89,2018-03-31,3162.8004840199837,1693.2276714188886,5161.096291680391,3162.8004840199837,3162.8004840199837,269.4357484472073,269.4357484472073,269.4357484472073,301.3593827872454,301.3593827872454,301.3593827872454,-31.92363434003816,-31.92363434003816,-31.92363434003816,0.0,0.0,0.0,3432.2362324671913
90,2018-04-01,3164.634704866557,1685.0940861395652,5223.50038894232,3164.634704866557,3164.634704866557,316.45268043649656,316.45268043649656,316.45268043649656,301.3593827872454,301.3593827872454,301.3593827872454,15.093297649251188,15.093297649251188,15.093297649251188,0.0,0.0,0.0,3481.0873853030535
91,2018-04-02,3166.4689257131304,1806.2214719919748,5216.090698956847,3166.4689257131304,3166.4689257131304,340.05945822691956,340.05945822691956,340.05945822691956,301.3593827872454,301.3593827872454,301.3593827872454,38.70007543967411,38.70007543967411,38.70007543967411,0.0,0.0,0.0,3506.52838394005
92,2018-04-03,3168.303146559704,1741.643444566409,5315.439815443156,3168.303146559704,3168.303146559704,325.89675084325,325.89675084325,325.89675084325,301.3593827872454,301.3593827872454,301.3593827872454,24.537368056004542,24.537368056004542,24.537368056004542,0.0,0.0,0.0,3494.1998974029543
93,2018-04-04,3170.1373674062775,1671.1000583204923,5222.489756672501,3170.1373674062775,3170.1373674062775,316.256356534244,316.256356534244,316.256356534244,301.3593827872454,301.3593827872454,301.3593827872454,14.896973746998613,14.896973746998613,14.896973746998613,0.0,0.0,0.0,3486.3937239405213
