,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2018-01-11,3050.7124766948655,1563.8597802965987,3668.117370894285,3050.7124766948655,3050.7124766948655,-447.17766863091964,-447.17766863091964,-447.17766863091964,476.99571931593067,476.99571931593067,476.99571931593067,-8.312599276057268,-8.312599276057268,-8.312599276057268,-915.8607886707931,-915.8607886707931,-915.8607886707931,0.0,0.0,0.0,2603.534808063946
11,2018-01-12,3051.3776049539124,1553.1154919555802,3681.9366170139638,3051.3776049539124,3051.3776049539124,-475.8068062402749,-475.8068062402749,-475.8068062402749,476.99571931593067,476.99571931593067,476.99571931593067,-57.95159050516017,-57.95159050516017,-57.95159050516017,-894.8509350510454,-894.8509350510454,-894.8509350510454,0.0,0.0,0.0,2575.5707987136375
12,2018-01-13,3052.04273321296,1523.0677010241802,3601.427241685876,3052.04273321296,3052.04273321296,-431.6145515241441,-431.6145515241441,-431.6145515241441,476.99571931593067,476.99571931593067,476.99571931593067,-33.50050991356484,-33.50050991356484,-33.50050991356484,-875.1097609265098,-875.1097609265098,-875.1097609265098,0.0,0.0,0.0,2620.4281816888156
13,2018-01-14,3052.7078614720062,1706.408381901894,3770.804300306202,3052.7078614720062,3052.7078614720062,-365.9349098773239,-365.9349098773239,-365.9349098773239,476.99571931593067,476.99571931593067,476.99571931593067,13.971248363527096,13.971248363527096,13.971248363527096,-856.9018775567816,-856.9018775567816,-856.9018775567816,0.0,0.0,0.0,2686.772951594682
14,2018-01-15,3053.3729897310536,1745.0309194487716,3772.9229317636405,3053.3729897310536,3053.3729897310536,-319.43820467248355,-319.43820467248355,-319.43820467248355,476.99571931593067,476.99571931593067,476.99571931593067,44.02141826582462,44.02141826582462,44.02141826582462,-840.4553422542389,-840.4553422542389,-840.4553422542389,0.0,0.0,0.0,2733.93478505857
15,2018-01-16,3054.0381179901005,1741.645139558433,3771.1302194263335,3054.0381179901005,3054.0381179901005,-318.5596581825202,-318.5596581825202,-318.5596581825202,476.99571931593067,476.99571931593067,476.99571931593067,30.398507172823322,30.398507172823322,30.398507172823322,-825.9538846712742,-825.9538846712742,-825.9538846712742,0.0,0.0,0.0,2735.4784598075803
16,2018-01-17,3054.7032462491475,1619.24284963902,3738.4564896869183,3054.7032462491475,3054.7032462491475,-325.1613618486101,-325.1613618486101,-325.1613618486101,476.99571931593067,476.99571931593067,476.99571931593067,11.373525892431369,11.373525892431369,11.373525892431369,-813.5306070569721,-813.5306070569721,-813.5306070569721,0.0,0.0,0.0,2729.541884400537
17,2018-01-18,3055.368374508195,1735.1757751003238,3739.7079390304793,3055.368374508195,3055.368374508195,-334.58025745814444,-334.58025745814444,-334.58025745814444,476.99571931593067,476.99571931593067,476.99571931593067,-8.31259927601868,-8.31259927601868,-8.31259927601868,-803.2633774980565,-803.2633774980565,-803.2633774980565,0.0,0.0,0.0,2720.7881170500505
18,2018-01-19,3056.0335027672418,1602.0022857526787,3689.0645739576853,3056.0335027672418,3056.0335027672418,-376.1279507627386,-376.1279507627386,-376.1279507627386,476.99571931593067,476.99571931593067,476.99571931593067,-57.95159050513256,-57.95159050513256,-57.95159050513256,-795.1720795735366,-795.1720795735366,-795.1720795735366,0.0,0.0,0.0,2679.905552004503
19,2018-01-20,3056.698631026289,1699.9510797077564,3720.6478565637226,3056.698631026289,3056.698631026289,-345.7226113652617,-345.7226113652617,-345.7226113652617,476.99571931593067,476.99571931593067,476.99571931593067,-33.500509913516574,-33.500509913516574,-33.500509913516574,-789.2178207676758,-789.2178207676758,-789.2178207676758,0.0,0.0,0.0,2710.9760196610273
20,2018-01-21,3057.363759285336,1711.26528912616,3760.1315823247355,3057.363759285336,3057.363759285336,-294.33716968208137,-294.33716968208137,-294.33716968208137,476.99571931593067,476.99571931593067,476.99571931593067,13.971248363572345,13.971248363572345,13.971248363572345,-785.3041373615844,-785.3041373615844,-785.3041373615844,0.0,0.0,0.0,2763.0265896032547
21,2018-01-22,3058.028887544383,1774.942974367927,3731.0761115802516,3058.028887544383,3058.028887544383,-262.26302982082285,-262.26302982082285,-262.26302982082285,476.99571931593067,476.99571931593067,476.99571931593067,44.02141826581374,44.02141826581374,44.02141826581374,-783.2801674025673,-783.2801674025673,-783.2801674025673,0.0,0.0,0.0,2795.76585772356
22,2018-01-23,3058.69401580343,1747.2412484055224,3782.5150534829986,3058.69401580343,3058.69401580343,-275.5514713634279,-275.5514713634279,-275.5514713634279,476.99571931593067,476.99571931593067,476.99571931593067,30.398507172854224,30.398507172854224,30.398507172854224,-782.9456978522127,-782.9456978522127,-782.9456978522127,0.0,0.0,0.0,2783.142544440002
23,2018-01-24,3059.3591440624773,1662.5860330172363,3742.2698418564078,3059.3591440624773,3059.3591440624773,-295.6886840324739,-295.6886840324739,-295.6886840324739,476.99571931593067,476.99571931593067,476.99571931593067,11.373525892478964,11.373525892478964,11.373525892478964,-784.0579292408836,-784.0579292408836,-784.0579292408836,0.0,0.0,0.0,2763.6704600300036
24,2018-01-25,3060.024272321524,1801.2224482344054,3794.6076165999116,3060.024272321524,3060.024272321524,-317.6566230846191,-317.6566230846191,-317.6566230846191,476.99571931593067,476.99571931593067,476.99571931593067,-8.312599276025272,-8.312599276025272,-8.312599276025272,-786.3397431245246,-786.3397431245246,-786.3397431245246,0.0,0.0,0.0,2742.367649236905
25,2018-01-26,3060.6894005805716,1675.8127482955467,3710.351747067371,3060.6894005805716,3060.6894005805716,-370.4450774307718,-370.4450774307718,-370.4450774307718,476.99571931593067,476.99571931593067,476.99571931593067,-57.951590505104264,-57.951590505104264,-57.951590505104264,-789.4892062415983,-789.4892062415983,-789.4892062415983,0.0,0.0,0.0,2690.2443231498
26,2018-01-27,3061.3545288396185,1638.1432358229824,3786.8659032365827,3061.3545288396185,3061.3545288396185,-349.6947927746449,-349.6947927746449,-349.6947927746449,476.99571931593067,476.99571931593067,476.99571931593067,-33.50050991350504,-33.50050991350504,-33.50050991350504,-793.1900021770705,-793.1900021770705,-793.1900021770705,0.0,0.0,0.0,2711.6597360649735
27,2018-01-28,3062.0196570986654,1725.6069032848402,3761.4902842666024,3062.0196570986654,3062.0196570986654,-306.1554803206623,-306.1554803206623,-306.1554803206623,476.99571931593067,476.99571931593067,476.99571931593067,13.971248363617585,13.971248363617585,13.971248363617585,-797.1224480002105,-797.1224480002105,-797.1224480002105,0.0,0.0,0.0,2755.864176778003
28,2018-01-29,3062.684785357713,1671.5002578671324,3812.1242211086324,3062.684785357713,3062.684785357713,-279.95759328100985,-279.95759328100985,-279.95759328100985,476.99571931593067,476.99571931593067,476.99571931593067,44.02141826580619,44.02141826580619,44.02141826580619,-800.9747308627468,-800.9747308627468,-800.9747308627468,0.0,0.0,0.0,2782.727192076703
29,2018-01-30,3063.3499136167593,1749.819124181045,3857.8451837459825,3063.3499136167593,3063.3499136167593,-297.0597622562567,-297.0597622562567,-297.0597622562567,476.99571931593067,476.99571931593067,476.99571931593067,30.398507172851897,30.398507172851897,30.398507172851897,-804.4539887450394,-804.4539887450394,-804.4539887450394,0.0,0.0,0.0,2766.2901513605025
30,2018-01-31,3064.0150418758067,1708.8938485436306,3819.498596342588,3064.0150418758067,3064.0150418758067,-318.9276156207643,-318.9276156207643,-318.9276156207643,476.99571931593067,476.99571931593067,476.99571931593067,11.373525892493797,11.373525892493797,11.373525892493797,-807.2968608291889,-807.2968608291889,-807.2968608291889,0.0,0.0,0.0,2745.0874262550424
31,2018-02-01,3064.6801701348536,1657.8000344177897,3748.3623094613463,3064.6801701348536,3064.6801701348536,-340.59602638505476,-340.59602638505476,-340.59602638505476,476.99571931593067,476.99571931593067,476.99571931593067,-8.312599276071019,-8.312599276071019,-8.312599276071019,-809.2791464249144,-809.2791464249144,-809.2791464249144,0.0,0.0,0.0,2724.084143749799
32,2018-02-02,3065.345298393901,1669.665540448342,3690.8286963441024,3065.345298393901,3065.345298393901,-391.180107836769,-391.180107836769,-391.180107836769,476.99571931593067,476.99571931593067,476.99571931593067,-57.95159050512026,-57.95159050512026,-57.95159050512026,-810.2242366475795,-810.2242366475795,-810.2242366475795,0.0,0.0,0.0,2674.165190557132
33,2018-02-03,3066.010426652948,1688.3287025279606,3768.81494296266,3066.010426652948,3066.010426652948,-366.51481003651577,-366.51481003651577,-366.51481003651577,476.99571931593067,476.99571931593067,476.99571931593067,-33.500509913550616,-33.500509913550616,-33.500509913550616,-810.0100194388958,-810.0100194388958,-810.0100194388958,0.0,0.0,0.0,2699.495616616432
34,2018-02-04,3066.6755549119953,1701.506333098676,3826.955747047739,3066.6755549119953,3066.6755549119953,-317.6070373051366,-317.6070373051366,-317.6070373051366,476.99571931593067,476.99571931593067,476.99571931593067,13.971248363525634,13.971248363525634,13.971248363525634,-808.574004984593,-808.574004984593,-808.574004984593,0.0,0.0,0.0,2749.0685176068587
35,2018-02-05,3067.3406831710417,1688.7807212510734,3870.1206176852975,3067.3406831710417,3067.3406831710417,-284.89933613319647,-284.89933613319647,-284.89933613319647,476.99571931593067,476.99571931593067,476.99571931593067,44.021418265795305,44.021418265795305,44.021418265795305,-805.9164737149225,-805.9164737149225,-805.9164737149225,0.0,0.0,0.0,2782.4413470378454
36,2018-02-06,3068.0058116249616,1739.2113747684712,3820.540599824797,3068.0058116249616,3068.0058116249616,-294.70728474926506,-294.70728474926506,-294.70728474926506,476.99571931593067,476.99571931593067,476.99571931593067,30.398507172806788,30.398507172806788,30.398507172806788,-802.1015112380024,-802.1015112380024,-802.1015112380024,0.0,0.0,0.0,2773.2985268756966
