,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
19,2018-01-20,3306.2861375457314,1465.6876784309318,5051.735516393098,3306.2861375457314,3306.2861375457314,0.0,0.0,0.0,0.0,0.0,0.0,3306.2861375457314
20,2018-01-21,3308.4000584039004,1714.704079396186,5174.5878835821295,3308.4000584039004,3308.4000584039004,0.0,0.0,0.0,0.0,0.0,0.0,3308.4000584039004
21,2018-01-22,3310.5139792620694,1493.6509558925788,5025.624546044035,3310.5139792620694,3310.5139792620694,0.0,0.0,0.0,0.0,0.0,0.0,3310.5139792620694
22,2018-01-23,3312.627900120239,1715.2735093550978,5113.624397356961,3312.627900120239,3312.627900120239,0.0,0.0,0.0,0.0,0.0,0.0,3312.627900120239
23,2018-01-24,3314.741820978408,1504.833612259376,5121.648176786909,3314.741820978408,3314.741820978408,0.0,0.0,0.0,0.0,0.0,0.0,3314.741820978408
24,2018-01-25,3316.8557418365767,1619.9154400595771,5044.829758721489,3316.8557418365767,3316.8557418365767,0.0,0.0,0.0,0.0,0.0,0.0,3316.8557418365767
25,2018-01-26,3318.969662694746,1646.80102044463,5076.648704680823,3318.969662694746,3318.969662694746,0.0,0.0,0.0,0.0,0.0,0.0,3318.969662694746
26,2018-01-27,3321.0835835529156,1480.8199106528748,5079.456126442541,3321.0835835529156,3321.0835835529156,0.0,0.0,0.0,0.0,0.0,0.0,3321.0835835529156
27,2018-01-28,3323.1975044110845,1477.3796518151635,5042.300936943883,3323.1975044110845,3323.1975044110845,0.0,0.0,0.0,0.0,0.0,0.0,3323.1975044110845
28,2018-01-29,3325.3114252692535,1521.0291610591803,5043.03730650812,3325.3114252692535,3325.3114252692535,0.0,0.0,0.0,0.0,0.0,0.0,3325.3114252692535
29,2018-01-30,3327.425346127423,1633.249406147152,5092.163979562085,3327.425346127423,3327.425346127423,0.0,0.0,0.0,0.0,0.0,0.0,3327.425346127423
30,2018-01-31,3329.539266985592,1462.7592472238732,5098.074780078675,3329.539266985592,3329.539266985592,0.0,0.0,0.0,0.0,0.0,0.0,3329.539266985592
31,2018-02-01,3331.6531878437613,1566.8776737586977,5062.336034401746,3331.6531878437613,3331.6531878437613,0.0,0.0,0.0,0.0,0.0,0.0,3331.6531878437613
32,2018-02-02,3333.7671087019303,1659.0859118459366,4993.591811876965,3333.7671087019303,3333.7671087019303,0.0,0.0,0.0,0.0,0.0,0.0,3333.7671087019303
33,2018-02-03,3335.8810295600993,1516.947897497115,5133.364066969133,3335.8810295600993,3335.8810295600993,0.0,0.0,0.0,0.0,0.0,0.0,3335.8810295600993
34,2018-02-04,3337.9949504182687,1578.4086581845709,5101.7282763760095,3337.9949504182687,3337.9949504182687,0.0,0.0,0.0,0.0,0.0,0.0,3337.9949504182687
35,2018-02-05,3340.108871276438,1606.2913130274887,5146.626850029273,3340.108871276438,3340.108871276438,0.0,0.0,0.0,0.0,0.0,0.0,3340.108871276438
36,2018-02-06,3342.222792097047,1534.6127028191383,5088.034997106044,3342.222792097047,3342.222792097047,0.0,0.0,0.0,0.0,0.0,0.0,3342.222792097047
37,2018-02-07,3344.3367129176563,1615.862080710998,5209.113145857972,3344.3367129176563,3344.3367129176563,0.0,0.0,0.0,0.0,0.0,0.0,3344.3367129176563
38,2018-02-08,3346.450633738266,1553.23725173725,5105.374880524682,3346.450633738266,3346.450633738266,0.0,0.0,0.0,0.0,0.0,0.0,3346.450633738266
39,2018-02-09,3348.564554558875,1571.1795651517405,5013.143745646931,3348.564554558875,3348.564554558875,0.0,0.0,0.0,0.0,0.0,0.0,3348.564554558875
40,2018-02-10,3350.678475379484,1517.7704770871585,5197.737380767329,3350.678475379484,3350.678475379484,0.0,0.0,0.0,0.0,0.0,0.0,3350.678475379484
41,2018-02-11,3352.792396200094,1513.3366215964184,5107.112483521696,3352.792396200094,3352.792396200094,0.0,0.0,0.0,0.0,0.0,0.0,3352.792396200094
42,2018-02-12,3354.906317020703,1479.3730403357886,5023.334513639575,3354.906317020703,3354.906317020703,0.0,0.0,0.0,0.0,0.0,0.0,3354.906317020703
43,2018-02-13,3357.0202378413123,1471.1509375317544,5111.3584971297505,3357.0202378413123,3357.0202378413123,0.0,0.0,0.0,0.0,0.0,0.0,3357.0202378413123
44,2018-02-14,3359.134158661922,1573.2648320234655,5218.647389510857,3359.134158661922,3359.134158661922,0.0,0.0,0.0,0.0,0.0,0.0,3359.134158661922
45,2018-02-15,3361.248079482531,1676.0146054074648,5014.440586434498,3361.248079482531,3361.248079482531,0.0,0.0,0.0,0.0,0.0,0.0,3361.248079482531
46,2018-02-16,3363.36200030314,1585.6587345484916,5157.997543748855,3363.36200030314,3363.36200030314,0.0,0.0,0.0,0.0,0.0,0.0,3363.36200030314
47,2018-02-17,3365.4759211237497,1672.7403477969408,5197.415571449807,3365.4759211237497,3365.4759211237497,0.0,0.0,0.0,0.0,0.0,0.0,3365.4759211237497
48,2018-02-18,3367.589841944359,1606.1331098486924,5048.172377084545,3367.589841944359,3367.589841944359,0.0,0.0,0.0,0.0,0.0,0.0,3367.589841944359
49,2018-02-19,3369.703762764968,1681.0594988099338,5245.588639446737,3369.703762764968,3369.703762764968,0.0,0.0,0.0,0.0,0.0,0.0,3369.703762764968
50,2018-02-20,3371.8176835855775,1653.5549254239493,5017.217113852886,3371.8176835855775,3371.8176835855775,0.0,0.0,0.0,0.0,0.0,0.0,3371.8176835855775
51,2018-02-21,3373.9316044061866,1647.1392552002392,5109.974809691209,3373.9316044061866,3373.9316044061866,0.0,0.0,0.0,0.0,0.0,0.0,3373.9316044061866
52,2018-02-22,3376.0455252267957,1653.0155439018026,5139.061149970531,3376.0455252267957,3376.0455252267957,0.0,0.0,0.0,0.0,0.0,0.0,3376.0455252267957
53,2018-02-23,3378.1594460474053,1623.2168673697493,5184.678575048682,3378.1594460474053,3378.1594460474053,0.0,0.0,0.0,0.0,0.0,0.0,3378.1594460474053
54,2018-02-24,3380.2733668680144,1714.4108461865424,5124.52867847897,3380.2733668680144,3380.2733668680144,0.0,0.0,0.0,0.0,0.0,0.0,3380.2733668680144
55,2018-02-25,3382.3872876886235,1663.8406236448743,5089.335863358718,3382.3872876886235,3382.3872876886235,0.0,0.0,0.0,0.0,0.0,0.0,3382.3872876886235
56,2018-02-26,3384.501208509233,1528.1205694381813,5094.614566977797,3384.501208509233,3384.501208509233,0.0,0.0,0.0,0.0,0.0,0.0,3384.501208509233
57,2018-02-27,3386.615129329842,1612.6399179293933,5106.639792684725,3386.615129329842,3386.615129329842,0.0,0.0,0.0,0.0,0.0,0.0,3386.615129329842
58,2018-02-28,3388.7290501504513,1661.72245426499,5094.387675456824,3388.7290501504513,3388.7290501504513,0.0,0.0,0.0,0.0,0.0,0.0,3388.7290501504513
59,2018-03-01,3390.842970971061,1437.533323394899,5212.97852724805,3390.842970971061,3390.842970971061,0.0,0.0,0.0,0.0,0.0,0.0,3390.842970971061
60,2018-03-02,3392.95689179167,1654.6724692722908,5191.767961173752,3392.95689179167,3392.95689179167,0.0,0.0,0.0,0.0,0.0,0.0,3392.95689179167
61,2018-03-03,3395.070812612279,1630.7026645937635,5198.541726815181,3395.070812612279,3395.070812612279,0.0,0.0,0.0,0.0,0.0,0.0,3395.070812612279
62,2018-03-04,3397.1847334328886,1606.8524582996956,5133.607063966578,3397.1847334328886,3397.1847334328886,0.0,0.0,0.0,0.0,0.0,0.0,3397.1847334328886
63,2018-03-05,3399.2986542534977,1568.8626189196407,5243.802781297022,3399.2986542534977,3399.2986542534977,0.0,0.0,0.0,0.0,0.0,0.0,3399.2986542534977
64,2018-03-06,3401.412575074107,1614.1498789661737,5016.773718782863,3401.412575074107,3401.412575074107,0.0,0.0,0.0,0.0,0.0,0.0,3401.412575074107
65,2018-03-07,3403.5264958947164,1726.0495620542033,5199.817213469393,3403.5264958947164,3403.5264958947164,0.0,0.0,0.0,0.0,0.0,0.0,3403.5264958947164
66,2018-03-08,3405.6404167153255,1742.0334070145764,5208.555151370744,3405.6404167153255,3405.6404167153255,0.0,0.0,0.0,0.0,0.0,0.0,3405.6404167153255
67,2018-03-09,3407.7543375359346,1560.8819660590268,5127.236638758024,3407.7543375359346,3407.7543375359346,0.0,0.0,0.0,0.0,0.0,0.0,3407.7543375359346
68,2018-03-10,3409.8682583565446,1532.94025530821,5128.466572479399,3409.8682583565446,3409.8682583565446,0.0,0.0,0.0,0.0,0.0,0.0,3409.8682583565446
69,2018-03-11,3411.9821791771537,1607.2116797356525,5138.064423779365,3411.9821791771537,3411.9821791771537,0.0,0.0,0.0,0.0,0.0,0.0,3411.9821791771537
70,2018-03-12,3414.096100119292,1745.1766000767861,5180.889740864842,3414.096100119292,3414.096100119292,0.0,0.0,0.0,0.0,0.0,0.0,3414.096100119292
71,2018-03-13,3416.21002106143,1746.453504550586,5159.200114039282,3416.21002106143,3416.21002106143,0.0,0.0,0.0,0.0,0.0,0.0,3416.21002106143
72,2018-03-14,3418.3239420035684,1601.2785038115499,5047.309836725572,3418.3239420035684,3418.3239420035684,0.0,0.0,0.0,0.0,0.0,0.0,3418.3239420035684
73,2018-03-15,3420.437862945706,1737.0393535326393,5264.681966417565,3420.437862945706,3420.437862945706,0.0,0.0,0.0,0.0,0.0,0.0,3420.437862945706
74,2018-03-16,3422.5517838878445,1657.1353257949465,5246.156740190677,3422.5517838878445,3422.5517838878445,0.0,0.0,0.0,0.0,0.0,0.0,3422.5517838878445
75,2018-03-17,3424.665704829983,1689.0955144382253,5174.969650569044,3424.665704829983,3424.665704829983,0.0,0.0,0.0,0.0,0.0,0.0,3424.665704829983
76,2018-03-18,3426.7796257721207,1788.6823158739435,5133.833757844694,3426.7796257721207,3426.7796257721207,0.0,0.0,0.0,0.0,0.0,0.0,3426.7796257721207
77,2018-03-19,3428.893546714259,1599.4511770986012,5201.6014503538345,3428.893546714259,3428.893546714259,0.0,0.0,0.0,0.0,0.0,0.0,3428.893546714259
78,2018-03-20,3431.0074676563972,1566.1494569927545,5162.763741180502,3431.0074676563972,3431.0074676563972,0.0,0.0,0.0,0.0,0.0,0.0,3431.0074676563972
79,2018-03-21,3433.1213885985353,1747.9821890240007,5349.654785250309,3433.1213885985353,3433.1213885985353,0.0,0.0,0.0,0.0,0.0,0.0,3433.1213885985353
80,2018-03-22,3435.235309540674,1641.1214542882453,5173.886997426569,3435.235309540674,3435.235309540674,0.0,0.0,0.0,0.0,0.0,0.0,3435.235309540674
81,2018-03-23,3437.3492304828114,1624.6286066677126,5208.921396472464,3437.3492304828114,3437.3492304828114,0.0,0.0,0.0,0.0,0.0,0.0,3437.3492304828114
82,2018-03-24,3439.46315142495,1663.218790813033,5144.426632164235,3439.46315142495,3439.46315142495,0.0,0.0,0.0,0.0,0.0,0.0,3439.46315142495
83,2018-03-25,3441.577072367088,1531.6048247956555,5109.859966148935,3441.577072367088,3441.577072367088,0.0,0.0,0.0,0.0,0.0,0.0,3441.577072367088
84,2018-03-26,3443.690993309226,1628.4824551240663,5189.830816208912,3443.690993309226,3443.690993309226,0.0,0.0,0.0,0.0,0.0,0.0,3443.690993309226
85,2018-03-27,3445.8049142513646,1643.2904765711721,5065.686295040758,3445.8049142513646,3445.8049142513646,0.0,0.0,0.0,0.0,0.0,0.0,3445.8049142513646
86,2018-03-28,3447.9188351935027,1604.0063374854021,5231.905378889156,3447.9188351935027,3447.9188351935027,0.0,0.0,0.0,0.0,0.0,0.0,3447.9188351935027
87,2018-03-29,3450.0327561356407,1687.5749265913955,5263.496206917516,3450.0327561356407,3450.0327561356407,0.0,0.0,0.0,0.0,0.0,0.0,3450.0327561356407
88,2018-03-30,3452.146677077779,1703.051050094174,5179.59869578622,3452.146677077779,3452.146677077779,0.0,0.0,0.0,0.0,0.0,0.0,3452.146677077779
89,2018-03-31,3454.2605980199173,1697.7073192208213,5321.083590824695,3454.2605980199173,3454.2605980199173,0.0,0.0,0.0,0.0,0.0,0.0,3454.2605980199173
90,2018-04-01,3456.3745189620554,1798.8386558482114,5305.773030755914,3456.3745189620554,3456.3745189620554,0.0,0.0,0.0,0.0,0.0,0.0,3456.3745189620554
91,2018-04-02,3458.4884399041935,1702.7753391206427,5142.6822275046015,3458.4884399041935,3458.4884399041935,0.0,0.0,0.0,0.0,0.0,0.0,3458.4884399041935
92,2018-04-03,3460.602360846332,1730.4341163461252,5102.5514062884495,3460.602360846332,3460.602360846332,0.0,0.0,0.0,0.0,0.0,0.0,3460.602360846332
93,2018-04-04,3462.7162817884696,1564.0081959095196,5258.703292778739,3462.7162817884696,3462.7162817884696,0.0,0.0,0.0,0.0,0.0,0.0,3462.7162817884696
94,2018-04-05,3464.830202730608,1766.85563661089,5304.302790744344,3464.830202730608,3464.830202730608,0.0,0.0,0.0,0.0,0.0,0.0,3464.830202730608
95,2018-04-06,3466.9441236727466,1698.7525297595823,5168.306724418966,3466.9441236727466,3466.9441236727466,0.0,0.0,0.0,0.0,0.0,0.0,3466.9441236727466
96,2018-04-07,3469.0580446148842,1664.5596455883879,5243.099493978004,3469.0580446148842,3469.0580446148842,0.0,0.0,0.0,0.0,0.0,0.0,3469.0580446148842
97,2018-04-08,3471.1719655570228,1800.2006227261243,5194.866435677349,3471.1719655570228,3471.1719655570228,0.0,0.0,0.0,0.0,0.0,0.0,3471.1719655570228
98,2018-04-09,3473.2858864991604,1598.5289381102323,5239.609971156031,3473.2858864991604,3473.2858864991604,0.0,0.0,0.0,0.0,0.0,0.0,3473.2858864991604
99,2018-04-10,3475.399807441299,1851.6880877317858,5279.883184587975,3475.399807441299,3475.399807441299,0.0,0.0,0.0,0.0,0.0,0.0,3475.399807441299
100,2018-04-11,3477.5137283834374,1786.293226551169,5218.475267202082,3477.5137283834374,3477.5137283834374,0.0,0.0,0.0,0.0,0.0,0.0,3477.5137283834374
101,2018-04-12,3479.627649325575,1651.0725816309139,5218.860195256226,3479.627649325575,3479.627649325575,0.0,0.0,0.0,0.0,0.0,0.0,3479.627649325575
102,2018-04-13,3481.7415702677135,1752.7533389456935,5179.536336729385,3481.7415702677135,3481.7415702677135,0.0,0.0,0.0,0.0,0.0,0.0,3481.7415702677135
103,2018-04-14,3483.8554912098516,1639.022539940133,5298.612410353197,3483.8554912098516,3483.8554912098516,0.0,0.0,0.0,0.0,0.0,0.0,3483.8554912098516
104,2018-04-15,3485.9694121519897,1682.933320034517,5275.180557703268,3485.9694121519897,3485.9694121519897,0.0,0.0,0.0,0.0,0.0,0.0,3485.9694121519897
105,2018-04-16,3488.0833330217424,1793.5556837131578,5245.915864076623,3488.0833330217424,3488.0833330217424,0.0,0.0,0.0,0.0,0.0,0.0,3488.0833330217424
106,2018-04-17,3490.197253891495,1900.1525984875623,5283.135244429751,3490.197253891495,3490.197253891495,0.0,0.0,0.0,0.0,0.0,0.0,3490.197253891495
107,2018-04-18,3492.311174761248,1761.1107598293368,5181.752687403406,3492.311174761248,3492.311174761248,0.0,0.0,0.0,0.0,0.0,0.0,3492.311174761248
108,2018-04-19,3494.425095631,1698.5818966306924,5288.1720080521145,3494.425095631,3494.425095631,0.0,0.0,0.0,0.0,0.0,0.0,3494.425095631
109,2018-04-20,3496.539016500753,1762.1174105017406,5259.677033617084,3496.539016500753,3496.539016500753,0.0,0.0,0.0,0.0,0.0,0.0,3496.539016500753
110,2018-04-21,3498.6529373705057,1867.8666349157943,5342.5883916267385,3498.6529373705057,3498.6529373705057,0.0,0.0,0.0,0.0,0.0,0.0,3498.6529373705057
111,2018-04-22,3500.766858240258,1672.2256330387395,5241.8421053868005,3500.766858240258,3500.766858240258,0.0,0.0,0.0,0.0,0.0,0.0,3500.766858240258
112,2018-04-23,3502.8807791100107,1730.0374802940287,5172.721575490904,3502.8807791100107,3502.8807791100107,0.0,0.0,0.0,0.0,0.0,0.0,3502.8807791100107
113,2018-04-24,3504.9946999797635,1743.4274621955637,5288.020791225256,3504.9946999797635,3504.9946999797635,0.0,0.0,0.0,0.0,0.0,0.0,3504.9946999797635
114,2018-04-25,3507.1086208495162,1605.6935555892321,5194.620280748535,3507.1086208495162,3507.1086208495162,0.0,0.0,0.0,0.0,0.0,0.0,3507.1086208495162
115,2018-04-26,3509.2225417192685,1720.2812949266818,5303.441713192219,3509.2225417192685,3509.2225417192685,0.0,0.0,0.0,0.0,0.0,0.0,3509.2225417192685
116,2018-04-27,3511.3364625890217,1780.8804396063535,5279.156063076854,3511.3364625890217,3511.3364625890217,0.0,0.0,0.0,0.0,0.0,0.0,3511.3364625890217
117,2018-04-28,3513.450383458774,1786.161367741612,5179.242690801631,3513.450383458774,3513.450383458774,0.0,0.0,0.0,0.0,0.0,0.0,3513.450383458774
118,2018-04-29,3515.5643043285263,1735.076676217116,5361.996190320384,3515.5643043285263,3515.5643043285263,0.0,0.0,0.0,0.0,0.0,0.0,3515.5643043285263
119,2018-04-30,3517.678225198279,1763.1290168368084,5269.52675545016,3517.678225198279,3517.678225198279,0.0,0.0,0.0,0.0,0.0,0.0,3517.678225198279
120,2018-05-01,3519.792146068032,1800.2517668531648,5208.656547026527,3519.792146068032,3519.792146068032,0.0,0.0,0.0,0.0,0.0,0.0,3519.792146068032
121,2018-05-02,3521.9060669377845,1880.3354586864416,5280.046628853441,3521.9060669377845,3521.9060669377845,0.0,0.0,0.0,0.0,0.0,0.0,3521.9060669377845
122,2018-05-03,3524.019987807537,1653.4701509529361,5384.177094852421,3524.019987807537,3524.019987807537,0.0,0.0,0.0,0.0,0.0,0.0,3524.019987807537
123,2018-05-04,3526.13390867729,1914.167298170819,5333.3368425189765,3526.13390867729,3526.13390867729,0.0,0.0,0.0,0.0,0.0,0.0,3526.13390867729
124,2018-05-05,3528.2478295470423,1779.330893444483,5223.423862378486,3528.2478295470423,3528.2478295470423,0.0,0.0,0.0,0.0,0.0,0.0,3528.2478295470423
125,2018-05-06,3530.3617504167946,1804.2891464749694,5182.705194865592,3530.3617504167946,3530.3617504167946,0.0,0.0,0.0,0.0,0.0,0.0,3530.3617504167946
126,2018-05-07,3532.4756712865474,1888.14685954789,5319.729507030547,3532.4756712865474,3532.4756712865474,0.0,0.0,0.0,0.0,0.0,0.0,3532.4756712865474
127,2018-05-08,3534.5895921563,1771.6672675195093,5366.396628785777,3534.5895921563,3534.5895921563,0.0,0.0,0.0,0.0,0.0,0.0,3534.5895921563
128,2018-05-09,3536.703513026053,1733.5987243606355,5303.4781181474145,3536.703513026053,3536.703513026053,0.0,0.0,0.0,0.0,0.0,0.0,3536.703513026053
129,2018-05-10,3538.817433895805,1794.2078961374878,5160.139056358808,3538.817433895805,3538.817433895805,0.0,0.0,0.0,0.0,0.0,0.0,3538.817433895805
130,2018-05-11,3540.9313547655584,1847.7994309871397,5340.232768671222,3540.9313547655584,3540.9313547655584,0.0,0.0,0.0,0.0,0.0,0.0,3540.9313547655584
131,2018-05-12,3543.0452756353106,1737.4713473853158,5194.77363492201,3543.0452756353106,3543.0452756353106,0.0,0.0,0.0,0.0,0.0,0.0,3543.0452756353106
132,2018-05-13,3545.159196505063,1733.2208631026133,5331.7267248299295,3545.159196505063,3545.159196505063,0.0,0.0,0.0,0.0,0.0,0.0,3545.159196505063
133,2018-05-14,3547.2731173748157,1793.8441544916684,5226.459179479266,3547.2731173748157,3547.2731173748157,0.0,0.0,0.0,0.0,0.0,0.0,3547.2731173748157
134,2018-05-15,3549.3870382445684,1734.439186684646,5303.3997344821,3549.3870382445684,3549.3870382445684,0.0,0.0,0.0,0.0,0.0,0.0,3549.3870382445684
135,2018-05-16,3551.500959114321,1803.2003848490128,5280.766164991028,3551.500959114321,3551.500959114321,0.0,0.0,0.0,0.0,0.0,0.0,3551.500959114321
136,2018-05-17,3553.6148799840735,1852.2846569660785,5302.09526172897,3553.6148799840735,3553.6148799840735,0.0,0.0,0.0,0.0,0.0,0.0,3553.6148799840735
137,2018-05-18,3555.7288008538267,1836.4542666827904,5171.043688320161,3555.7288008538267,3555.7288008538267,0.0,0.0,0.0,0.0,0.0,0.0,3555.7288008538267
138,2018-05-19,3557.842721723579,1859.768626331585,5170.797331281803,3557.842721723579,3557.842721723579,0.0,0.0,0.0,0.0,0.0,0.0,3557.842721723579
139,2018-05-20,3559.804103065414,1795.3942872213663,5500.189699170986,3559.804103065414,3559.804103065414,0.0,0.0,0.0,0.0,0.0,0.0,3559.804103065414
140,2018-05-21,3561.765484407249,1872.1761018334507,5245.609006503861,3561.765484407249,3561.765484407249,0.0,0.0,0.0,0.0,0.0,0.0,3561.765484407249
141,2018-05-22,3563.7268657490836,1875.3123566153963,5397.861025950334,3563.7268657490836,3563.7268657490836,0.0,0.0,0.0,0.0,0.0,0.0,3563.7268657490836
142,2018-05-23,3565.6882470909186,1777.4283889920443,5190.250738868435,3565.6882470909186,3565.6882470909186,0.0,0.0,0.0,0.0,0.0,0.0,3565.6882470909186
143,2018-05-24,3567.6496284327536,1821.0113969594568,5406.364751097685,3567.6496284327536,3567.6496284327536,0.0,0.0,0.0,0.0,0.0,0.0,3567.6496284327536
144,2018-05-25,3569.6110097745886,1848.9214842516626,5318.638483247143,3569.6110097745886,3569.6110097745886,0.0,0.0,0.0,0.0,0.0,0.0,3569.6110097745886
145,2018-05-26,3571.572391116423,1816.8875669464312,5420.837229951236,3571.572391116423,3571.572391116423,0.0,0.0,0.0,0.0,0.0,0.0,3571.572391116423
146,2018-05-27,3573.5337724582578,1801.0186189061676,5368.761869116189,3573.5337724582578,3573.5337724582578,0.0,0.0,0.0,0.0,0.0,0.0,3573.5337724582578
147,2018-05-28,3575.495153800093,1839.6398500197397,5287.583841062223,3575.495153800093,3575.495153800093,0.0,0.0,0.0,0.0,0.0,0.0,3575.495153800093
148,2018-05-29,3577.456535141928,1700.453295132122,5356.9720844398935,3577.456535141928,3577.456535141928,0.0,0.0,0.0,0.0,0.0,0.0,3577.456535141928
149,2018-05-30,3579.4179164837624,1946.670966213841,5461.580869053868,3579.4179164837624,3579.4179164837624,0.0,0.0,0.0,0.0,0.0,0.0,3579.4179164837624
150,2018-05-31,3581.3792978255974,1826.3240683416216,5348.490481426521,3581.3792978255974,3581.3792978255974,0.0,0.0,0.0,0.0,0.0,0.0,3581.3792978255974
151,2018-06-01,3583.3406791674324,1725.4831940651006,5289.971524976926,3583.3406791674324,3583.3406791674324,0.0,0.0,0.0,0.0,0.0,0.0,3583.3406791674324
152,2018-06-02,3585.3020605092674,1866.8734341682434,5441.451795467733,3585.3020605092674,3585.3020605092674,0.0,0.0,0.0,0.0,0.0,0.0,3585.3020605092674
153,2018-06-03,3587.263441851102,1735.0956624386022,5313.71547193411,3587.263441851102,3587.263441851102,0.0,0.0,0.0,0.0,0.0,0.0,3587.263441851102
154,2018-06-04,3589.224823192937,1856.3882300715209,5268.328289683047,3589.224823192937,3589.224823192937,0.0,0.0,0.0,0.0,0.0,0.0,3589.224823192937
155,2018-06-05,3591.186204534772,1921.370967923739,5417.318968343121,3591.186204534772,3591.186204534772,0.0,0.0,0.0,0.0,0.0,0.0,3591.186204534772
156,2018-06-06,3593.147585876607,1855.2571958847223,5197.087171197043,3593.147585876607,3593.147585876607,0.0,0.0,0.0,0.0,0.0,0.0,3593.147585876607
157,2018-06-07,3595.1089672184416,1761.7461939928105,5362.966655287621,3595.1089672184416,3595.1089672184416,0.0,0.0,0.0,0.0,0.0,0.0,3595.1089672184416
158,2018-06-08,3597.0703485602767,1915.1833754462916,5394.7648241082625,3597.0703485602767,3597.0703485602767,0.0,0.0,0.0,0.0,0.0,0.0,3597.0703485602767
159,2018-06-09,3599.0317299021117,1902.2660310944266,5457.475371017346,3599.0317299021117,3599.0317299021117,0.0,0.0,0.0,0.0,0.0,0.0,3599.0317299021117
160,2018-06-10,3600.9931112439467,1805.4750501502176,5305.470851347421,3600.9931112439467,3600.9931112439467,0.0,0.0,0.0,0.0,0.0,0.0,3600.9931112439467
161,2018-06-11,3602.9544925857813,1783.014924841124,5250.70417434442,3602.9544925857813,3602.9544925857813,0.0,0.0,0.0,0.0,0.0,0.0,3602.9544925857813
162,2018-06-12,3604.9158739276163,1870.8019023152578,5399.203037370972,3604.9158739276163,3604.9158739276163,0.0,0.0,0.0,0.0,0.0,0.0,3604.9158739276163
163,2018-06-13,3606.8772552694513,1826.0933893381812,5236.401307756652,3606.8772552694513,3606.8772552694513,0.0,0.0,0.0,0.0,0.0,0.0,3606.8772552694513
